# [Jun 17, 2019] Downloaded from https://www.genome.jp/kegg-bin/show_organism?category=Prokaryotes
# 
org_id	org_code	org_name
T03277	bcib	Candidatus Baumannia cicadellinicola BGSS
T04544	bcig	Candidatus Baumannia cicadellinicola B-GSS
T01300	gpb	Gamma proteobacterium HdN1
T04530	enm	Endosymbiont of unidentified scaly snail isolate Monju
T00027	nme	Neisseria meningitidis MC58 (serogroup B)
T01932	nmp	Neisseria meningitidis alpha710 (serogroup B)
T01946	nmh	Neisseria meningitidis H44/76 (serogroup B)
T01929	nmd	Neisseria meningitidis G2136 (serogroup B)
T01930	nmm	Neisseria meningitidis M01-240149 (serogroup B)
T01947	nms	Neisseria meningitidis M01-240355 (serogroup B)
T01948	nmq	Neisseria meningitidis M04-240196 (serogroup B)
T01949	nmz	Neisseria meningitidis NZ-05/33 (serogroup B)
T00031	nma	Neisseria meningitidis Z2491 (serogroup A)
T01931	nmw	Neisseria meningitidis WUE 2594 (serogroup A)
T03438	nmx	Neisseria meningitidis 510612 (serogroup A)
T00458	nmc	Neisseria meningitidis FAM18 (serogroup C)
T00633	nmn	Neisseria meningitidis 053442 (serogroup C)
T01928	nmt	Neisseria meningitidis 8013 (serogroup C)
T00954	nmi	Neisseria meningitidis alpha14 (cnl strain)
T00237	ngo	Neisseria gonorrhoeae FA 1090
T00728	ngk	Neisseria gonorrhoeae NCCP11945
T01368	nla	Neisseria lactamica
T03569	nel	Neisseria elongata
T04355	nwe	Neisseria weaveri
T04958	nsi	Neisseria sicca
T05436	nmj	Neisseria mucosa
T05718	nei	Neisseria sp. 10023
T05913	nek	Neisseria sp. KEM232
T03063	salv	Snodgrassella alvi
T04151	kki	Kingella kingae
T04960	vff	Vitreoscilla filiformis
T05336	vit	Vitreoscilla sp. C1
T05039	ecor	Eikenella corrodens
T05344	smur	Simonsiella muelleri
T05482	nba	Neisseriaceae bacterium DSM 100970
T00147	cvi	Chromobacterium violaceum
T04565	cvc	Chromobacterium vaccinii
T05234	chro	Chromobacterium sp. ATCC 53434
T05549	chri	Chromobacterium sp. IIBBL 112-1
T05688	crz	Chromobacterium rhizoryzae
T05744	chrb	Chromobacterium sp. IIBBL 274-1
T05767	iod	Iodobacter sp. H11R3
T00884	lhk	Laribacter hongkongensis
T01619	pse	Pseudogulbenkiania sp. NH8B
T04552	jeu	Jeongeupia sp. USM3
T04696	aql	Aquaspirillum sp. LM1
T05698	amah	Aquitalea magnusonii
T05865	aqs	Aquitalea sp. USM4
T00071	rso	Ralstonia solanacearum GMI1000
T01272	rsc	Ralstonia solanacearum CFBP2957
T01273	rsl	Ralstonia solanacearum PSI07
T02005	rsn	Ralstonia solanacearum Po82
T02725	rsm	Ralstonia solanacearum CMR15
T02751	rse	Ralstonia solanacearum FQY_4
T00762	rpi	Ralstonia pickettii 12J
T00925	rpf	Ralstonia pickettii 12D
T03172	rpj	Ralstonia pickettii DTP0602
T03778	rmn	Ralstonia mannitolilytica
T04471	rin	Ralstonia insidiosa
T05645	rpu	Ralstonia pseudosolanacearum
T00268	reu	Cupriavidus pinatubonensis JMP134
T00416	reh	Cupriavidus necator H16
T01564	cnc	Cupriavidus necator N-1
T05121	cuh	Cupriavidus necator NH9
T00351	rme	Cupriavidus metallidurans
T00702	cti	Cupriavidus taiwanensis
T03642	cbw	Cupriavidus basilensis
T04050	cgd	Cupriavidus gilardii
T04762	ccup	Cupriavidus sp. USMAHM13
T04978	cup	Cupriavidus sp. USMAA1020
T05072	cuu	Cupriavidus sp. USMAA2-4
T05738	cpau	Cupriavidus pauculus
T00204	bma	Burkholderia mallei ATCC 23344
T00457	bmv	Burkholderia mallei SAVP1
T00471	bml	Burkholderia mallei NCTC 10229
T00479	bmn	Burkholderia mallei NCTC 10247
T03323	bmal	Burkholderia mallei 23344
T03489	bmae	Burkholderia mallei 6
T03490	bmaq	Burkholderia mallei BMQ
T03522	bmai	Burkholderia mallei 2000031063
T03523	bmaf	Burkholderia mallei FMH 23344
T03524	bmaz	Burkholderia mallei NCTC 10247
T03872	bmab	Burkholderia mallei 2002734299
T00203	bps	Burkholderia pseudomallei K96243
T00289	bpm	Burkholderia pseudomallei 1710b
T00480	bpl	Burkholderia pseudomallei 1106a
T00481	bpd	Burkholderia pseudomallei 668
T00894	bpr	Burkholderia pseudomallei MSHR346
T02756	bpse	Burkholderia pseudomallei MSHR305
T03012	bpsm	Burkholderia pseudomallei MSHR511
T03024	bpsu	Burkholderia pseudomallei MSHR146
T03163	bpsd	Burkholderia pseudomallei MSHR520
T02049	bpz	Burkholderia pseudomallei 1026b
T02301	bpq	Burkholderia pseudomallei BPC006
T02894	bpk	Burkholderia pseudomallei NCTC 13179
T03422	bpsh	Burkholderia pseudomallei HBPUB10134a
T03476	bpsa	Burkholderia pseudomallei NAU35A-3
T03498	bpso	Burkholderia pseudomallei A79A
T03428	but	Burkholderia pseudomallei TSV202
T00311	bte	Burkholderia thailandensis E264
T03111	btq	Burkholderia thailandensis 2002721723
T03112	btj	Burkholderia thailandensis E444
T03113	btz	Burkholderia thailandensis H0587
T02644	btd	Burkholderia thailandensis MSMB121
T03416	btv	Burkholderia thailandensis MSMB59
T03380	bthe	Burkholderia thailandensis E254
T03391	bthm	Burkholderia thailandensis USAMRU Malaysia #20
T03763	btha	Burkholderia thailandensis 2003015869
T03882	bthl	Burkholderia thailandensis 2002721643
T03284	bok	Burkholderia oklahomensis E0147
T03861	boc	Burkholderia oklahomensis C6786
T00493	bvi	Burkholderia vietnamiensis G4
T03893	bve	Burkholderia vietnamiensis LMG 10929
T00286	bur	Burkholderia lata
T00363	bcn	Burkholderia cenocepacia AU1054
T00415	bch	Burkholderia cenocepacia HI2424
T00669	bcm	Burkholderia cenocepacia MC0-3
T00771	bcj	Burkholderia cenocepacia J2315
T03308	bcen	Burkholderia cenocepacia DDS 22E-1
T03488	bcew	Burkholderia cenocepacia DWS 37E-2
T03804	bceo	Burkholderia cenocepacia H111
T00398	bam	Burkholderia ambifaria AMMD
T00684	bac	Burkholderia ambifaria MC40-6
T00624	bmu	Burkholderia multivorans ATCC 17616 (JGI)
T00740	bmj	Burkholderia multivorans ATCC 17616 (Tohoku)
T03292	bmk	Burkholderia multivorans DDS 15A-1
T03881	bmul	Burkholderia multivorans ATCC BAA-247
T02205	bct	Burkholderia cepacia GG4
T03302	bced	Burkholderia cepacia DDS 7H-2
T04772	bcep	Burkholderia cepacia ATCC 25416
T03793	bdl	Burkholderia dolosa
T03962	bpyr	Burkholderia pyrrocinia
T03969	bcon	Burkholderia contaminans
T03794	bub	Burkholderia ubonensis
T04698	bdf	Burkholderia diffusa
T04819	blat	Burkholderia latens
T04843	btei	Burkholderia territorii
T04851	bsem	Burkholderia seminalis
T04870	bpsl	Burkholderia pseudomultivorans
T04871	bmec	Burkholderia metallica
T04885	bstg	Burkholderia stagnalis
T04946	bstl	Burkholderia stabilis
T00905	bgl	Burkholderia glumae BGR1
T03820	bgu	Burkholderia glumae LMG 2196 = ATCC 33617
T01424	bug	Burkholderia sp. CCGE1001
T01217	bge	Burkholderia sp. CCGE1002
T01314	bgf	Burkholderia sp. CCGE1003
T01464	bgd	Burkholderia gladioli BSR3
T03826	bgo	Burkholderia gladioli ATCC 10248
T01711	byi	Burkholderia sp. YI23
T02110	buk	Burkholderia sp. KJ006
T02684	buo	Burkholderia insecticola
T03604	bue	Burkholderia sp. RPE67
T03759	bul	Burkholderia sp. 2002721687
T04094	buq	Burkholderia sp. HB1
T03632	bgp	Burkholderia plantarii PG1
T04139	bpla	Burkholderia plantarii ATCC 43733
T04266	bud	Burkholderia sp. Bp5365
T05111	buz	Burkholderia sp. OLGA172
T05481	bum	Burkholderia sp. PAMC 26561
T05699	bui	Burkholderia sp. PAMC 28687
T00340	bxe	Paraburkholderia xenovorans LB400
T03290	bxb	Paraburkholderia xenovorans LB400
T00704	bph	Paraburkholderia phymatum
T02300	bpx	Paraburkholderia phenoliruptrix
T00765	bpy	Paraburkholderia phytofirmans
T03799	bfn	Paraburkholderia fungorum
T04141	bcai	Paraburkholderia caribensis
T04610	pspw	Paraburkholderia sprentiae
T04966	para	Paraburkholderia sp. SOS3
T05169	parb	Paraburkholderia aromaticivorans
T05305	phs	Paraburkholderia hospita
T05318	pter	Paraburkholderia terrae
T05548	pgp	Paraburkholderia graminis
T05740	pcj	Paraburkholderia caledonica
T05812	pts	Paraburkholderia terricola
T01355	brh	Paraburkholderia rhizoxinica
T00502	pnu	Polynucleobacter asymbioticus
T00683	pne	Polynucleobacter necessarius
T04207	pdq	Polynucleobacter duraquae
T05507	poh	Polynucleobacter paneuropaeus
T02936	ppk	Pandoraea pnomenusa 3kgm
T03067	ppno	Pandoraea pnomenusa RB38
T03411	ppnm	Pandoraea pnomenusa DSM 16536
T02950	prb	Pandoraea pnomenusa
T03553	ppul	Pandoraea pulmonicola
T03554	pspu	Pandoraea sputorum
T03588	papi	Pandoraea apista
T03688	pve	Pandoraea vervacti
T03840	pox	Pandoraea oxalativorans
T03947	ptx	Pandoraea thiooxydans
T03972	pfg	Pandoraea faecigallinarum
T04226	pnr	Pandoraea norimbergensis
T05492	plg	Paucimonas lemoignei
T05560	hyf	Hydromonas sp. F02
T05799	lmir	Lautropia mirabilis
T05801	mcys	Mycoavidus cysteinexigens
T00139	bpe	Bordetella pertussis Tohama I
T01846	bpc	Bordetella pertussis CS
T02296	bper	Bordetella pertussis 18323
T03638	bpet	Bordetella pertussis B1917
T03754	bpeu	Bordetella pertussis 137
T00140	bpa	Bordetella parapertussis 12822
T02297	bpar	Bordetella parapertussis Bpp5
T00141	bbr	Bordetella bronchiseptica RB50
T02295	bbm	Bordetella bronchiseptica MO149
T02344	bbh	Bordetella bronchiseptica 253
T03637	bbx	Bordetella bronchiseptica S798
T00637	bpt	Bordetella petrii
T00695	bav	Bordetella avium
T03052	bho	Bordetella holmesii ATCC 51541
T03379	bhm	Bordetella holmesii 44057
T04004	bhz	Bordetella hinzii
T04322	btrm	Bordetella trematum
T04591	bbro	Bordetella bronchialis
T04592	bfz	Bordetella flabilis
T04945	bpdz	Bordetella pseudohinzii
T04979	boh	Bordetella sp. H567
T05441	bgm	Bordetella genomosp. 13
T05532	boz	Bordetella sp. HZ20
T05850	boj	Bordetella sp. J329
T01341	axy	Achromobacter xylosoxidans A8
T02785	axo	Achromobacter xylosoxidans NH44784-1996
T02964	axn	Achromobacter xylosoxidans NBRC 15126 = ATCC 27061
T04522	axx	Achromobacter xylosoxidans NCTC10807
T04244	adt	Achromobacter denitrificans
T04671	ais	Achromobacter insolitus
T05274	asw	Achromobacter spanius
T05288	achr	Achromobacter sp. AONIH1
T05703	achb	Achromobacter sp. B7
T01390	teq	Taylorella equigenitalis MCE9
T02186	tea	Taylorella equigenitalis ATCC 35865
T02604	teg	Taylorella equigenitalis 14/56
T01634	tas	Taylorella asinigenitalis MCE3
T02603	tat	Taylorella asinigenitalis 14/45
T01486	put	Pusillimonas sp. T7-7
T05795	pus	Pusillimonas sp. ye3
T02117	aka	Advenella kashmirensis
T03016	amim	Advenella mimigardefordensis
T03058	cdn	Castellaniella defragrans
T03226	bpsi	Basilea psittacipulmonis
T04157	afa	Alcaligenes faecalis ZD02
T05446	afq	Alcaligenes faecalis JQ135
T05678	aaqu	Alcaligenes aquatilis
T04704	phn	Paenalcaligenes hominis
T05133	odi	Orrella dioscoreae
T05343	our	Oligella urethralis
T05719	pig	Pigmentiphaga sp. H8
T05924	kgy	Kerstersia gyiorum
T00334	rfr	Rhodoferax ferrireducens
T04623	rsb	Rhodoferax saidenbachensis
T04655	rac	Rhodoferax antarcticus
T04721	rhy	Rhodoferax koreense
T00343	pol	Polaromonas sp. JS666
T00459	pna	Polaromonas naphthalenivorans
T05689	pos	Polaromonas sp. SP1
T00451	aav	Acidovorax citrulli
T00455	ajs	Acidovorax sp. JS42
T00853	dia	Acidovorax ebreus
T01445	aaa	Acidovorax avenae
T02290	ack	Acidovorax sp. KKS102
T04481	acra	Acidovorax sp. RAC01
T04914	acid	Acidovorax carolinensis NA2
T04962	acip	Acidovorax carolinensis P4
T04997	acin	Acidovorax carolinensis NA3
T04998	acis	Acidovorax carolinensis P3
T05680	acio	Acidovorax sp. 1608163
T00460	vei	Verminephrobacter eiseniae
T00620	dac	Delftia acidovorans
T01497	del	Delftia sp. Cs1-4
T04496	dts	Delftia tsuruhatensis
T04584	dhk	Delftia sp. HK171
T00916	vap	Variovorax paradoxus S110
T01392	vpe	Variovorax paradoxus EPS
T02835	vpd	Variovorax paradoxus B4
T04325	vaa	Variovorax sp. PAMC 28711
T05068	vbo	Variovorax boronicumulans
T05380	vam	Variovorax sp. PMC12
T01109	ctt	Comamonas thiooxydans
T03218	ctes	Comamonas testosteroni TK102
T04758	cke	Comamonas kerstersii
T04892	cser	Comamonas serinivorans
T01397	adn	Alicycliphilus denitrificans BC
T01463	adk	Alicycliphilus denitrificans K601
T01544	rta	Ramlibacter tataouinensis
T02877	cbx	Candidatus Symbiobacter mobilis
T04031	oto	Ottowia sp. oral taxon 894
T05363	otk	Ottowia oryzae
T04120	lim	Limnohabitans sp. 103DPR2
T04121	lih	Limnohabitans sp. 63ED37-2
T04455	hyr	Hydrogenophaga sp. RAC07
T04491	hyb	Hydrogenophaga sp. PBC
T04505	hyl	Hydrogenophaga sp. LPB0072
T05960	hyc	Hydrogenophaga sp. PAMC20947
T04937	dpy	Diaphorobacter polyhydroxybutyrativorans
T05361	simp	Simplicispira suum
T05362	melm	Melaminivora sp. SC2-7
T05358	mela	Melaminivora sp. SC2-9
T03614	cbaa	Serpentinomonas raichei
T03627	cbab	Serpentinomonas mccroryi
T00470	mpt	Methylibium petroleiphilum
T05827	metp	Methylibium sp. Pch-M
T00490	har	Herminiimonas arsenicoxydans
T00561	mms	Janthinobacterium sp. Marseille
T03157	jag	Janthinobacterium agaricidamnosum
T04271	jab	Janthinobacterium sp. B9-8
T04539	jaz	Janthinobacterium sp. 1_2014MBL_MicDiv
T04756	jal	Janthinobacterium sp. LM6
T05119	jsv	Janthinobacterium svalbardensis
T05896	jaj	Janthinobacterium sp. 17J80-10
T01268	hse	Herbaspirillum seropedicae SmR1
T04519	hsz	Herbaspirillum seropedicae Z67
T04039	hht	Herbaspirillum hiltneri
T04238	hrb	Herbaspirillum rubrisubalbicans
T05024	hee	Herbaspirillum sp. meg3
T05937	hhf	Herbaspirillum huttiense
T01304	zin	Candidatus Zinderia insecticola
T01583	cfu	Collimonas fungivorans
T03512	care	Collimonas arenae
T04306	cpra	Collimonas pratensis
T04026	mnr	Massilia sp. NR 4-1
T04122	masw	Massilia sp. WG5
T05157	mass	Massilia violaceinigra
T05378	masz	Massilia armeniaca
T05448	mtim	Massilia oculi
T05528	masy	Massilia sp. YMA4
T05903	mali	Massilia albidiflava
T04835	ofo	Oxalobacter formigenes
T05754	upv	Undibacterium parvum
T05697	sutt	Sutterella megalosphaeroides
T00681	lch	Leptothrix cholodnii
T01227	tin	Thiomonas intermedia
T02347	thi	Thiomonas arsenitoxydans
T01803	rge	Rubrivivax gelatinosus
T04092	rbn	Rubrivivax benzoatilyticus
T04166	rdp	Roseateles depolymerans
T04227	pkt	Paucibacter sp. KCTC 42545
T04402	miu	Mitsuaria sp. 7
T04831	rgu	Rhizobacter gummiphilus
T05429	aon	Aquabacterium olei
T03654	bbag	Burkholderiales bacterium GJ-E10
T04607	bbay	Burkholderiales bacterium YL45
T04216	pbh	Polyangium brachysporum
T00130	neu	Nitrosomonas europaea
T00393	net	Nitrosomonas eutropha
T01443	nit	Nitrosomonas sp. AL212
T01569	nii	Nitrosomonas sp. Is79A3
T03942	nco	Nitrosomonas communis
T04188	nur	Nitrosomonas ureae
T00302	nmu	Nitrosospira multiformis
T04907	nlc	Nitrosospira lacus
T03591	shd	Sulfuritalea hydrogenivorans
T04449	metr	Methyloversatilis sp. RAC08
T00275	tbd	Thiobacillus denitrificans
T00342	mfa	Methylobacillus flagellatus
T00942	mmb	Methylotenera mobilis
T01247	meh	Methylotenera versatilis
T00943	mei	Methylovorus glucosetrophus
T01361	mep	Methylovorus sp. MP688
T03844	mbac	Candidatus Methylopumilus turicensis
T03869	mbat	Candidatus Methylopumilus planktonicus
T04002	meu	Methylophilus sp. TWE2
T01196	slt	Sideroxydans lithotrophicus
T01295	gca	Gallionella capsiferriformans
T02857	sdr	Sulfuricella denitrificans
T04857	sulf	Sulfuriferula sp. AH1
T05631	fam	Ferriphaselus amnicola
T00222	eba	Aromatoleum aromaticum
T01657	dsu	Azospira oryzae
T03689	rbu	Rugosibacter aromaticivorans
T05394	rbh	Rhodocyclaceae bacterium Thauera-like
T00259	dar	Dechloromonas aromatica
T05616	dey	Dechloromonas sp. HYN0024
T00441	azo	Azoarcus sp. BH72
T02502	aza	Azoarcus sp. KH32C
T04019	azi	Azoarcus sp. CIB
T04423	aoa	Azoarcus olearius
T05265	atw	Azoarcus sp. SY39
T05456	acom	Azoarcus communis
T05691	azd	Azoarcus sp. DN11
T00804	tmz	Thauera sp. MZ1T
T04211	thu	Thauera humireducens
T04612	tcl	Thauera chlorobenzoica
T05106	thk	Thauera sp. K11
T05381	tak	Thauera aromatica
T05440	zpa	Zoogloeaceae bacteirum Par-f-2
T00966	app	Accumulibacter phosphatis
T01563	tpn	Candidatus Tremblaya princeps PCIT
T01858	tpq	Candidatus Tremblaya princeps PCVAL
T02908	tpj	Candidatus Tremblaya phenacola
T02413	kci	Candidatus Kinetoplastibacterium crithidii (ex Angomonas deanei ATCC 30255)
T02464	kct	Candidatus Kinetoplastibacterium crithidii TCC036E
T02427	kbl	Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)
T02463	kbt	Candidatus Kinetoplastibacterium blastocrithidii TCC012E
T02465	kde	Candidatus Kinetoplastibacterium desouzaii
T02466	kga	Candidatus Kinetoplastibacterium galatii
T02471	kon	Candidatus Kinetoplastibacterium oncopeltii
T05428	kso	Candidatus Kinetoplastibacterium sorsogonicusi
T02777	ssdc	Candidatus Profftella armatura
T02782	ndl	Candidatus Nasuia deltocephalinicola
T05569	vfg	Candidatus Vidania fulgoroideae
T02483	bprc	Beta proteobacterium CB
T04342	beb	Betaproteobacteria bacterium UKL13-2
T04726	beba	Betaproteobacteria bacterium GR16-43
T00008	hpy	Helicobacter pylori 26695
T02282	heo	Helicobacter pylori 26695
T00020	hpj	Helicobacter pylori J99
T00365	hpa	Helicobacter pylori HPAG1
T00742	hps	Helicobacter pylori Shi470
T02037	hhp	Helicobacter pylori Shi112
T02038	hhq	Helicobacter pylori Shi169
T02039	hhr	Helicobacter pylori Shi417
T00777	hpg	Helicobacter pylori G27
T00786	hpp	Helicobacter pylori P12
T00950	hpb	Helicobacter pylori B38
T01262	hpl	Helicobacter pylori B8
T01322	hpc	Helicobacter pylori PeCan4
T02036	hca	Helicobacter pylori PeCan18
T01323	hpm	Helicobacter pylori SJM180
T01798	hpe	Helicobacter pylori ELS37
T01892	hpo	Helicobacter pylori 35A
T01893	hpi	Helicobacter pylori 908
T01913	hpq	Helicobacter pylori 2017
T01914	hpw	Helicobacter pylori 2018
T01894	hpu	Helicobacter pylori Cuz20
T01910	hef	Helicobacter pylori F16
T01895	hpf	Helicobacter pylori F30
T01911	heq	Helicobacter pylori F32
T01912	hex	Helicobacter pylori F57
T01897	hpt	Helicobacter pylori Sat464
T01898	hpz	Helicobacter pylori 52
T01899	hpv	Helicobacter pylori v225d
T01915	hpx	Helicobacter pylori 83
T01916	hen	Helicobacter pylori SNT49
T01896	hph	Helicobacter pylori Lithuania75
T01917	heg	Helicobacter pylori Gambia94/24
T01918	hpn	Helicobacter pylori India7
T01919	hep	Helicobacter pylori Puno120
T01920	heu	Helicobacter pylori Puno135
T01921	hes	Helicobacter pylori SouthAfrica7
T02807	hpys	Helicobacter pylori SouthAfrica20
T02035	hcn	Helicobacter pylori HUP-B14
T02082	hpd	Helicobacter pylori 51
T02130	hey	Helicobacter pylori XZ274
T02317	her	Helicobacter pylori Rif1
T02318	hei	Helicobacter pylori Rif2
T02352	hpya	Helicobacter pylori Aklavik117
T02353	hpyk	Helicobacter pylori Aklavik86
T02510	hpyo	Helicobacter pylori OK113
T02542	hpyl	Helicobacter pylori OK310
T03182	hpyb	Helicobacter pylori oki102
T03723	hpyc	Helicobacter pylori oki112
T03724	hpyd	Helicobacter pylori oki128
T03725	hpye	Helicobacter pylori oki154
T03726	hpyf	Helicobacter pylori oki422
T03727	hpyg	Helicobacter pylori oki673
T03728	hpyh	Helicobacter pylori oki828
T03729	hpyj	Helicobacter pylori oki898
T02658	hpyr	Helicobacter pylori UM032
T02659	hpyi	Helicobacter pylori UM037
T02660	hpyu	Helicobacter pylori UM066
T02661	hpym	Helicobacter pylori UM299
T02757	hem	Helicobacter pylori UM298
T02939	heb	Helicobacter pylori BM012A
T02940	hez	Helicobacter pylori BM012S
T00133	hhe	Helicobacter hepaticus
T00371	hac	Helicobacter acinonychis
T01191	hms	Helicobacter mustelae
T01375	hfe	Helicobacter felis
T01540	hbi	Helicobacter bizzozeronii
T02032	hce	Helicobacter cetorum MIT 00-7128
T02033	hcm	Helicobacter cetorum MIT 99-5656
T02034	hcp	Helicobacter cinaedi PAGU611
T02494	hcb	Helicobacter cinaedi CCUG 18818 = ATCC BAA-847
T02626	hhm	Helicobacter heilmannii
T04174	hty	Helicobacter typhlonius
T04788	hbl	Helicobacter bilis
T05516	had	Helicobacter apodemus
T05984	het	Helicobacter sp. MIT 01-6242
T00146	wsu	Wolinella succinogenes
T00298	tdn	Sulfurimonas denitrificans
T01316	sua	Sulfurimonas autotrophica
T01370	sku	Sulfuricurvum kujiense
T02537	sulr	Candidatus Sulfuricurvum sp. RIFRC-1
T00026	cje	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819
T02302	cjb	Campylobacter jejuni subsp. jejuni NCTC 11168-BN148
T00461	cjj	Campylobacter jejuni subsp. jejuni 81-176
T00597	cju	Campylobacter jejuni subsp. jejuni 81116
T01372	cjn	Campylobacter jejuni subsp. jejuni ICDCCJ07001
T01854	cji	Campylobacter jejuni subsp. jejuni IA3902
T01855	cjm	Campylobacter jejuni subsp. jejuni M1
T01856	cjs	Campylobacter jejuni subsp. jejuni S3
T02264	cjp	Campylobacter jejuni subsp. jejuni PT14
T02841	cjej	Campylobacter jejuni subsp. jejuni 00-2426
T02842	cjeu	Campylobacter jejuni subsp. jejuni 00-2538
T02843	cjen	Campylobacter jejuni subsp. jejuni 00-2544
T02844	cjei	Campylobacter jejuni subsp. jejuni 00-2425
T03187	cjer	Campylobacter jejuni subsp. jejuni R14
T03388	cjv	Campylobacter jejuni subsp. jejuni MTVDSCj20
T03744	cjy	Campylobacter jejuni subsp. jejuni YH001
T03745	cjq	Campylobacter jejuni subsp. jejuni 35925B2
T03791	cjl	Campylobacter jejuni subsp. jejuni 00-1597
T03792	cjw	Campylobacter jejuni subsp. jejuni 00-6200
T00227	cjr	Campylobacter jejuni RM1221
T00573	cjd	Campylobacter jejuni subsp. doylei 269.97
T02759	cjz	Campylobacter jejuni 32488
T02864	cjx	Campylobacter jejuni 4031
T00430	cff	Campylobacter fetus subsp. fetus 82-40
T03330	cft	Campylobacter fetus subsp. fetus 04/554
T03000	cfv	Campylobacter fetus subsp. venerealis cfvi03/293
T03351	cfx	Campylobacter fetus subsp. venerealis 97/608
T03740	cfz	Campylobacter fetus subsp. venerealis 84-112
T02899	camp	Campylobacter fetus subsp. testudinum 03-427
T03583	cfp	Campylobacter fetus subsp. testudinum pet-3
T00576	ccv	Campylobacter curvus
T00577	cha	Campylobacter hominis
T00593	cco	Campylobacter concisus 13826
T04635	ccoc	Campylobacter concisus ATCC 33237
T00858	cla	Campylobacter lari RM2100
T03550	clr	Campylobacter lari RM16701
T03556	clm	Campylobacter lari RM16712
T03551	clq	Campylobacter lari CCUG 22395
T03552	cln	Campylobacter lari NCTC 11845
T03557	cll	Campylobacter lari subsp. concheus LMG 11760
T02811	ccol	Campylobacter coli 76339
T02838	ccc	Campylobacter coli CVM N29710
T02895	ccq	Campylobacter coli 15-537360
T03164	ccf	Campylobacter coli RM1875
T03166	ccy	Campylobacter coli RM4661
T03167	ccoi	Campylobacter coli RM5611
T03870	ccof	Campylobacter coli FB1
T04527	ccoo	Campylobacter coli OR12
T03252	caj	Campylobacter iguaniorum
T03555	cis	Campylobacter insulaenigrae
T03558	cvo	Campylobacter volucris
T03559	cpel	Campylobacter peloridis
T03560	camr	Campylobacter sp. RM16704
T03571	csm	Campylobacter subantarcticus LMG 24374
T03572	csf	Campylobacter subantarcticus LMG 24377
T04020	cgra	Campylobacter gracilis
T04021	cure	Campylobacter ureolyticus
T04651	chyo	Campylobacter hyointestinalis
T04807	chv	Campylobacter helveticus
T04992	cspf	Campylobacter sputorum
T05033	cpin	Campylobacter pinnipediorum
T05046	ccun	Campylobacter cuniculorum
T05075	clx	Campylobacter lanienae
T05533	cavi	Campylobacter avium
T05589	chw	Campylobacter hepaticus
T05727	camz	Campylobacter sp. RM12175
T05900	camy	Campylobacter sp. RM6137
T00600	abu	Arcobacter butzleri RM4018
T01823	abt	Arcobacter butzleri ED-1
T02755	abl	Arcobacter butzleri 7h1h
T01235	ant	Arcobacter nitrofigilis
T05743	ask	Arcobacter skirrowii
T05822	ahs	Arcobacter halophilus
T05895	amyt	Arcobacter mytili
T01834	arc	Arcobacter sp. L
T04722	alp	Arcobacter sp. LPB0137
T01126	sdl	Sulfurospirillum deleyianum
T02139	sba	Sulfurospirillum barnesii
T03049	smul	Sulfurospirillum multivorans
T04475	shal	Sulfurospirillum halorespirans
T04910	suls	Sulfurospirillum sp. SL2-1
T05109	sulj	Sulfurospirillum sp. JPD-1
T05789	hyo	Hydrogenimonas sp. MAG
T01405	nsa	Nitratifractor salsuginis
T00565	nis	Nitratiruptor sp. SB155-2
T00572	sun	Sulfurovum sp. NBC37-1
T03877	slh	Sulfurovum lithotrophicum
T00860	nam	Nautilia profundicola
T05986	nap	Nautilia sp. PV-1
T05985	cmed	Caminibacter mediatlanticus
T00155	gsu	Geobacter sulfurreducens PCA
T01940	gsk	Geobacter sulfurreducens KN400
T00295	gme	Geobacter metallireducens
T00521	gur	Geobacter uraniireducens
T00708	glo	Geobacter lovleyi
T00749	gbm	Geobacter bemidjiensis
T00846	geo	Geobacter daltonii FRC-32
T00933	gem	Geobacter sp. M21
T01421	geb	Geobacter sp. M18
T03568	gpi	Geobacter pickeringii
T04399	gao	Geobacter anodireducens
T03585	gsb	Geoalkalibacter subterraneus
T00285	pca	Pelobacter carbinolicus
T00436	ppd	Pelobacter propionicus
T04585	pace	Pelobacter acetylenicus
T04594	pef	Pelobacter sp. SFB93
T04049	des	Desulfuromonas soudanensis
T04368	deu	Desulfuromonas sp. DDH964
T00171	dvu	Desulfovibrio vulgaris Hildenborough
T00452	dvl	Desulfovibrio vulgaris DP4
T00816	dvm	Desulfovibrio vulgaris Miyazaki F
T02064	dvg	Desulfovibrio vulgaris RCH1
T00294	dde	Desulfovibrio alaskensis
T00837	dds	Desulfovibrio desulfuricans ATCC 27774
T01709	ddn	Desulfovibrio desulfuricans ND132
T00917	dma	Desulfovibrio magneticus
T00969	dsa	Desulfovibrio salexigens
T01662	daf	Desulfovibrio africanus
T02428	dhy	Desulfovibrio hydrothermalis
T02851	dgg	Desulfovibrio gigas
T04293	dfi	Desulfovibrio fairfieldensis
T04638	dpg	Desulfovibrio piger
T05183	def	Desulfovibrio sp. G11
T05578	dtr	Candidatus Desulfovibrio trichonymphae
T05829	dfl	Desulfovibrio ferrophilus
T01382	das	Pseudodesulfovibrio aespoeensis
T02481	dpi	Pseudodesulfovibrio piezophilus
T04404	dej	Pseudodesulfovibrio indicus
T05258	pprf	Pseudodesulfovibrio profundus
